Brace.Root.Whorls.in.the.Soil,num_whorls,w1,w2,root_angle,height.cm.,stalk_width.cm,spread_width.cm,single_root_width.cm,root_heightonstalk.cm,stalk_to_rootgrounding.cm
2,1,13,0,33.67453708,256,1.63195001,10.20074565,0.584876191,5.958561334,4.284397822
1,1,15,0,30.99405021,258,1.732772206,4.929858949,0.635341674,2.647968792,1.598543373
2,2,1,6,58.81386835,258,1.758726495,6.07967116,0.613250518,1.920746335,2.160472333
2,2,6,0,16.07133258,258,1.985880974,10.85866407,0.739356731,15.33722488,4.436391548
1,2,13,0,39.00216255,258,2.133697239,5.632981564,0.499962822,2.180604365,1.749642164
3,1,11,0,29.50173349,258,2.818786849,16.33189814,0.772217608,12.41356759,6.756555645
1,2,4,16,61.31744838,259,2.110708115,12.29833227,0.446489619,2.786368002,5.093812077
2,1,6,11,23.40219401,259,2.785298008,6.396072616,0.446749504,4.171161999,1.805387305
1,1,20,0,30.47474568,259,2.166873002,4.937508553,0.389367424,2.313696495,1.385317775
1,1,15,0,47.48888683,259,2.277426459,9.062408441,0.482625625,3.064513048,3.392490991
1,1,30,0,44.63960491,259,2.575705214,7.192004966,0.444549676,2.316434511,2.308149876
1,1,12,0,34.41076564,260,1.7910783,4.612239318,0.551087277,2.06905105,1.41058051
2,1,16,0,30.60444915,260,1.923287322,5.849909712,0.55584964,3.309266777,1.963311195
1,1.5,20,1,23.37045307,260,2.251458954,7.006165025,0.46561047,5.505794574,2.377353037
2,1,10,0,45.31033182,260,2.699305625,6.220817693,0.499201959,1.722852097,1.760756035
2,2,13,0,23.77657198,260,1.80149643,8.725614522,0.594668625,7.847804473,3.462059046
2,1,12,0,34.54263886,260,2.006950144,5.549162778,0.463112836,2.743726865,1.771106317
2,2,24,24,37.64739575,260,2.505021683,12.35494291,0.39379627,6.202275825,4.924960611
2,1,14,0,26.76347375,260.5,1.724400671,8.328139308,0.465370671,6.45200941,3.30186932
2,2,8,15,38.55096651,261,1.903858633,7.88204415,0.36424658,3.750617402,2.989092759
2,1.5,12,6,34.62063249,261,2.17084987,7.450531919,0.717840212,3.767132877,2.639841025
2,1.5,7,7,28.37914537,261,2.149924019,6.96315936,0.595679312,4.392783725,2.406617672
2,1,25,0,33.97719341,261,1.913727209,5.637522134,0.391373484,2.770676346,1.861897462
2,1,10,0,35.72355921,261,2.222952907,10.3940023,0.334671509,5.617713612,4.085524699
2,1,10,0,32.31565402,261,1.558942836,13.16112908,0.552728901,9.082275455,5.801093121
2,2,14,15,39.42238673,261.5,2.057162528,8.217030896,0.379386202,3.760288627,3.079934187
1,2,9,4,17.35951538,262,2.174336622,5.397629969,0.721156184,5.018948601,1.611646674
2,1,20,0,35.10988549,262,1.782788685,5.92055667,0.285555244,2.732029906,2.068883995
2,2,5,7,35.77514073,262,1.776791272,7.90607307,0.499436553,4.253873357,3.064640899
2,1,13,0,32.64472605,262,1.610871183,4.979565294,0.336898794,2.638588229,1.684347055
2,2.5,25,13,25.41732428,262,2.196146227,8.882043092,0.391699772,7.047377599,3.342948433
2,2,10,18,38.53360462,262,2.035839886,10.23125527,0.437456147,5.062710094,4.097707694
2,1,12,0,34.79058747,262,1.943750895,9.795424702,0.591620842,5.714988959,3.925836904
3,2,15,19,37.17795512,263,2.61271594,11.69762974,0.555102343,5.953833682,4.542456898
2,2,11,2,24.57464167,263,2.30349315,8.822212124,0.306409284,7.126092947,3.259359487
1,1,19,0,44.70208453,263,2.292552819,7.314493669,0.346184959,2.525098458,2.510970426
2,1,13,0,31.17176933,263,2.410038756,6.863505514,0.595040229,3.661943029,2.226733381
2,1,11,0,39.41989953,263,1.614944355,7.52703963,0.351334038,3.491798825,2.956047639
3,1,9,0,35.85371267,263,1.597604608,11.32654069,0.354242089,6.696581343,4.864468045
3,2,15,23,37.86019776,263.5,2.739416632,12.86422597,0.426594205,6.480642948,5.062404671
3,2,8,0,28.93155789,264,2.846256411,11.69287081,0.423261794,7.92706928,4.423307201
2,1,11,0,44.30510204,264,1.670425816,5.293813573,0.46494844,1.845387756,1.811693879
1,1,13,0,41.94012095,264,1.635416722,11.77038173,0.374618156,5.42090182,5.067482505
2,1,10,0,45.97507407,264,2.216802534,17.09191085,0.804473838,7.129125586,7.437554157
2,1.5,10,7,57.46155774,265,2.294048798,13.11407561,0.411926974,3.472073648,5.410013407
2,2,10,12,57.71839744,265,1.980706877,12.83733088,0.527477646,3.409001041,5.428312001
2,2,8,5,41.53979897,265,2.102071922,10.48750188,0.710941288,4.637064381,4.192714978
2,2,5,2,19.07670809,265,1.782335386,11.48419184,0.477658507,14.00719013,4.850928225
1,1,14,0,45.02775463,265,1.7444098,8.749296324,0.542746103,3.486392126,3.502443262
2,2,14,6,21.57398513,265,1.778618089,8.146427349,0.418736686,8.001122464,3.18390463
3,2.5,7,18,49.61836886,266,3.210253198,13.90567504,0.508079934,4.477410466,5.347710923
2,1,13,0,47.86129998,266,1.925043648,7.482044927,0.638276218,2.518845938,2.778500639
1,2,16,0,23.2649273,266,2.12982253,7.076194285,0.483465494,5.710226168,2.47318588
2,2,6,4,34.9767066,266,2.078090319,10.24638191,0.683885478,5.825618586,4.084145798
3,1,10,0,29.61915487,266,1.669317507,12.58390471,0.428525093,9.430448873,5.4572936
1,2,11,0,28.09218638,267,1.967782328,8.013485324,0.52429339,5.610734104,3.022851498
1,2,13,0,34.54206498,268,2.175107758,9.07014598,0.392733331,4.828735356,3.447519111
1,2,6,2,37.5110848,268,2.425151253,9.887520263,0.372377937,6.110910435,3.731184506
1,2,3,10,41.82907922,268,2.147726268,7.94075357,0.474545095,4.424319538,2.896513651
2,2,21,14,17.9623071,268,2.639418991,7.856161908,0.55160769,8.020334206,2.60837146
1,2,13,0,28.28881059,268,2.138993085,7.517797306,0.466613136,5.001349031,2.689402112
3,1,10,0,44.453189,268,1.967218811,14.59223979,0.324424331,6.40205048,6.312510489
3,1,18,0,52.77853993,269,2.263152413,9.546201309,0.504419086,2.834863793,3.641524448
3,1,11,0,30.59823694,269,1.796561421,11.50069872,0.687723993,8.188530185,4.852068652
2,2,7,20,45.30752469,269.5,2.056223269,10.05570732,0.406264236,3.916392561,3.999742026
2,1.5,13,7,51.1529205,269.5,2.299406996,9.217432251,0.449953245,2.748422518,3.459012627
1,1,14,0,58.86343476,270,1.768733087,7.843942176,0.60093894,1.859122515,3.037604546
3,2,16,26,40.03322465,270,2.905856406,13.25942834,0.349957785,6.113832041,5.176785965
2,2,8,0,19.09207999,270,2.412745718,9.604172824,0.60199525,10.42125961,3.595713553
2,1,9,0,52.16701634,270,2.085445372,11.28669824,0.486541131,3.514789878,4.600626432
3,1,8,0,34.30554577,270,2.367577691,14.61622873,0.640326565,9.004415555,6.124325519
2,1,7,0,48.48424414,270,2.741237776,11.60333731,0.576818147,3.89281091,4.431049769
2,1,15,0,34.58405101,270,1.778851545,8.518798878,0.688628243,4.78172354,3.369973668
2,2,4,8,44.65332105,272,1.906654576,8.253547036,0.595158281,3.252761535,3.173446232
2,1,13,0,45.20525059,272,1.477402041,9.700246513,0.553574186,4.100224341,4.111422236
3,2,15,18,37.14818055,273,2.529166311,10.88387004,0.453449063,5.5122273,4.177351868
3,2,15,19,38.11634912,273,2.688137136,13.1302237,0.49890551,6.624516868,5.221043283
3,2.5,12,15,28.85426356,273,2.632229849,11.43077329,0.434243159,8.009012233,4.399271721
3,1,13,0,33.14072554,274,2.247443234,12.94893218,0.533411656,8.191175599,5.350744476
3,2,16,12,35.9820909,274.5,2.354564597,9.557541728,0.49187625,4.932965148,3.601488564
3,2,9,15,43.97568586,275,2.428429548,9.351590001,0.855851576,3.585700634,3.461580228
3,2,16,25,41.13705544,275,2.642411682,14.68705962,0.526613247,6.891029036,6.022323971
3,1.5,20,2,35.4308464,276,2.673829915,16.07887784,0.401954403,9.816876339,6.702523963
2,1.5,14,10,41.15154074,276,2.708493158,12.84311076,0.429889956,5.529294029,5.067308802
2,2,16,17,40.85209897,276,2.438479497,12.68867076,0.580893555,5.930835893,5.125095634
3,2,19,18,37.78830757,277,2.530997519,13.7588844,0.543582586,7.226590963,5.613943442
2,2,12,25,37.73479554,277,2.711911574,12.93330786,0.420711517,6.509436796,5.110698144
2,1,19,0,53.3950211,277,1.903415177,8.289099104,0.41893346,2.381902921,3.192841965
2,2,18,4,25.34896364,278,3.154771572,9.074272928,0.636399473,6.24302025,2.959750679
3,2,15,23,43.43378301,278,2.601382524,15.24702988,0.469493971,6.652831936,6.322823679
1,2,10,0,27.87008021,279,2.734814236,9.348910916,0.469061396,6.310110048,3.30704834
3,2,13,16,35.20139869,280,2.484753867,11.03400833,0.600895397,6.051493305,4.274627233
2,2,18,22,27.21162892,280,2.671066761,10.10444235,0.663851417,7.217939119,3.716687794
2,1,9,0,49.08793422,281,1.224409009,9.61683579,0.450164584,3.988083799,4.196213392
2,1,14,0,25.73187118,281,1.83805147,10.11843456,0.48802061,8.541336102,4.140191544
2,2,7,6,36.98374637,282,2.275911338,8.916517638,0.479323033,4.386684663,3.320303151
2,2,15,24,39.9936433,282,2.546304933,12.27717516,0.515615483,5.799955521,4.865435117
2,1,15,0,36.15611117,283,2.17862755,7.065108174,0.602208435,3.3209033,2.443240313
3,2,7,20,43.18208433,283.5,2.846166253,13.2940345,0.494043358,5.538722447,5.223934124
1,1,13,0,44.92330509,286,2.093113215,5.794961036,0.610353937,1.816929709,1.850923911
2,2,15,15,33.81372075,286,2.440176862,10.72790602,0.338086795,6.149532599,4.143864576
1,2,9,0,26.41607956,289,2.212638079,8.079055056,0.645607116,5.850561798,2.933208491
2,1,12,0,33.2640169,289,1.485287289,12.13481815,0.765498503,8.092022815,5.324765432
3,2,21,16,37.1360414,290,2.66798424,13.91317412,0.506586872,7.388537005,5.622594941
2,1,22,0,44.03392558,315,2.336341406,7.943094449,0.457139106,2.951706786,2.803376522
2,1,21,0,46.37401682,320,2.497450629,14.30540623,0.532532708,5.483477561,5.903977802
3,2,25,9,43.84600417,325,3.160226504,9.305885089,0.355570596,3.231107651,3.072829292
2,2,16,9,46.94016936,325,2.228335891,6.857953457,0.417215798,2.169409263,2.314808784
3,1.5,15,7,51.08913747,325,2.850702871,11.24421347,0.387670369,3.299102485,4.196755298
