Accession,PLOT_ID,PLOT_ID2,Ratio..None.All....IMU,Brace.Root.Whorls.in.the.Soil,Flexural.Rigidity..EI....IMU,num_whorls,w1,w2,w3,root_angle,height.cm.,stalk_width.cm,spread_width.cm,single_root_width.cm,root_heightonstalk.cm,stalk_to_rootgrounding.cm,cat
M37W,1304,1,0.79844487,2,10.87835061,2,7,4,0,35.66199101,212,2.109213188,8.840979547,0.425526078,4.720840504,3.365883179,GS
M37W,1304,1,1.09138175,1,2.180197926,2,9,0,0,23.34218168,191,1.839160533,6.271963034,0.505435817,5.115285404,2.216401252,GS
M37W,1304,1,0.50615219,2,11.63152615,2,7,0,0,31.48878883,222,2.371379852,10.49805307,0.405443733,7.292094753,4.06333661,GS
M37W,1304,1,0.65173182,2,18.44888365,2,5,3,0,34.80099458,233,2.648333852,11.39106735,0.556373102,6.225769051,4.37136675,GS
M37W,1304,1,0.86975331,1,4.146499525,2,17,0,0,18.03184205,192,1.962371638,7.494797248,0.511303309,8.542484467,2.766212805,GS
M37W,1304,1,0.84081516,2,2.663220266,2,4,5,0,28.06803051,210,1.968234796,6.247236741,0.281175529,3.987499823,2.139500972,GS
M37W,1304,1,0.76884567,2,8.683485013,2,4,13,0,37.42809582,223,2.51380671,11.79470082,0.43781947,6.067326754,4.640447055,GS
M37W,1304,1,0.4704334,2,17.71310617,2,10,10,0,39.04365392,227,2.603636185,13.66875525,0.405793395,6.792630194,5.532559532,GS
CML69,1307,1,0.9047322,2,7.110928901,2,14,5,0,32.68338122,182,2.233093456,9.089594419,0.40353409,5.33566196,3.428250483,GS
CML69,1307,1,0.82618536,2,8.458804929,1.5,9,5,0,41.7901649,200,2.328850237,11.6002318,0.424423827,5.17707386,4.635690781,GS
CML69,1307,1,0.649142,2,7.3802586,1,4,0,0,33.03367934,175,2.67810708,7.981183837,0.439773872,4.188770258,2.65153838,GS
CML69,1307,1,0.69352183,2,7.081128764,1.5,10,1,0,29.98357538,199,2.223735969,8.666600706,0.382743351,5.579194516,3.221432368,GS
CML69,1307,1,0.79657851,2,4.293698877,1,12,0,0,43.70469795,181,1.850344719,7.809838721,0.481334089,3.155901242,2.979747002,GS
CML69,1307,1,0.70775758,2,7.268640254,1,14,0,0,36.47580434,207,2.368084479,8.294071433,0.45987107,4.018669236,2.962993478,GS
CML69,1307,1,0.95157408,1,6.152487961,1.5,12,4,0,46.98157653,165,2.292960799,10.80647748,0.298482796,3.918042184,4.256758343,GS
CML69,1307,1,0.66785625,2,16.01554263,1,17,0,0,46.29930353,212,2.606274409,12.92658607,0.526290236,4.927564225,5.160155832,GS
CML69,1307,1,0.64187495,2,7.614256085,1,13,0,0,44.96117308,183,2.005867881,9.814438217,0.432717518,3.937105762,3.90428517,GS
CML69,1307,1,1.05343936,2,6.810556834,1.5,14,8,0,34.67841594,199,3.027452398,11.0079617,0.516047813,5.697454117,3.990254651,GS
CML69,1307,1,0.56317233,2,9.975812588,1,13,0,0,36.63633885,204,2.166171091,8.42092329,0.386576226,4.262501509,3.127376102,GS
CML341,1308,1,1.14194637,1,3.006716847,1,15,0,0,46.9567836,165,1.858850036,6.174843332,0.363695512,1.984111677,2.157996647,GS
CML341,1308,1,0.6302204,2,6.338167396,1.5,16,4,0,37.60257328,221,1.93083165,8.348210482,0.301170435,4.677632853,3.208689417,GS
CML341,1308,1,0.83200835,2,1.360554474,1,12,0,0,37.69678329,205,1.446378514,5.146053015,0.315386428,2.386023747,1.849837252,GS
CML341,1308,1,0.63545741,2,8.835884821,1,15,0,0,37.79759279,247,1.686719906,6.530891012,0.208919966,3.122990383,2.422085553,GS
CML341,1308,1,0.55654933,2,9.745819937,1,15,0,0,47.07305656,243,2.271191688,8.050856164,0.401329091,2.655298129,2.889832239,GS
CML341,1308,1,0.45989324,3,15.31007861,2,14,7,0,33.0247517,231,2.711103948,11.90657862,0.365951145,7.069877396,4.597737336,GS
CML341,1308,1,0.44155018,2,8.344850417,1,15,0,0,52.69380493,221,2.054507809,8.300465492,0.330406866,2.417257552,3.122978843,GS
CML341,1308,1,0.53166052,2,13.21525646,1.5,15,3,0,34.14746229,240,2.522922739,7.923398626,0.398703096,4.91057689,2.700237943,GS
CML341,1308,1,0.68973307,2,13.37859856,2,13,6,0,29.21806279,218,2.137576715,8.330888322,0.449442492,5.550472545,3.096655806,GS
CML341,1308,1,0.57238741,2,8.074243037,1,13,0,0,42.93176367,227,2.340689921,8.166234008,0.428129742,3.113474432,2.912772045,GS
CML341,1308,1,0.63323138,2,8.054308934,1,17,0,0,41.43477422,210,2.286241755,8.012693578,0.41160798,3.235420242,2.863225912,GS
CML341,1308,1,0.80053521,2,3.38336019,1,9,0,0,40.37739552,179,1.693986,5.107641017,0.400019313,2.099466237,1.70682751,GS
CML341,1308,1,1.04458465,1,1.691122594,1,10,0,0,49.50073052,185,1.540111151,5.17830563,0.343742119,1.549637714,1.819097239,GS
CML341,1308,1,0.51521505,2,13.46218204,1,16,0,0,35.96119289,231,2.650536792,8.60398141,0.410622726,4.084859772,2.97672231,GS
CML341,1308,1,0.58362426,2,19.09464262,1,17,0,0,35.76854666,219,3.136176311,10.29631998,0.536150226,4.995496076,3.580071838,GS
CML341,1308,1,0.95916959,2,3.4700855,1.5,13,1,0,35.46615055,221,1.627556158,5.604321359,0.291272195,3.070713152,1.988382602,GS
CML341,1308,1,0.97047036,1,8.425636557,1,16,0,0,42.57170461,231,2.327972687,7.973977494,0.420071834,3.082395834,2.823002405,GS
Tzi9,1312,1,0.53586002,2,15.05251619,1.5,18,1,0,31.73803886,244,2.283980596,7.460254432,0.682898472,4.464076172,2.588136918,GS
Tzi9,1312,1,0.86092186,1,4.851091339,1,15,0,0,30.99405021,258,1.732772206,4.929858949,0.635341674,2.647968792,1.598543373,GS
Tzi9,1312,1,0.72937185,1,9.954390792,1,10,0,0,33.22205429,252,2.25925541,6.600972927,0.677607212,3.325729268,2.17085876,GS
Tzi9,1312,1,0.68421503,2,11.2999596,1.5,13,9,0,36.21978491,255,2.106988326,7.331529312,0.562541774,3.600905741,2.612270494,GS
Tzi9,1312,1,0.37689504,1,6.066907085,1,12,0,0,34.41076564,260,1.7910783,4.612239318,0.551087277,2.06905105,1.41058051,GS
Tzi9,1312,1,0.79998127,1,14.5046596,2,9,4,0,17.35951538,262,2.174336622,5.397629969,0.721156184,5.018948601,1.611646674,GS
Tzi9,1312,1,0.7296208,2,5.6397349,1,13,0,0,29.47830645,241,2.341616328,6.441040981,0.480332881,3.607110278,2.049712328,GS
Tzi9,1312,1,0.73103052,2,8.644908906,1.5,13,9,0,22.00555211,247,2.488381607,6.212246034,0.608257273,4.520448991,1.861932215,GS
Tzi9,1312,1,0.57314369,2,9.628880994,1.5,9,6,0,28.3706612,249,2.431619478,6.611031873,0.7304354,3.874943982,2.089706199,GS
Tzi9,1312,1,0.38829436,2,8.242062793,1,16,0,0,30.60444915,260,1.923287322,5.849909712,0.55584964,3.309266777,1.963311195,GS
Tzi9,1312,1,0.42090162,2,9.009967224,1.5,7,7,0,28.37914537,261,2.149924019,6.96315936,0.595679312,4.392783725,2.406617672,GS
Tzi9,1312,1,0.62435877,2,6.738141127,1,14,0,0,22.48552345,254,1.966986196,5.222872082,0.494813021,3.933868555,1.627942944,GS
Tzi9,1312,1,0.51625083,2,10.96688599,1.5,12,6,0,34.62063249,261,2.17084987,7.450531919,0.717840212,3.767132877,2.639841025,GS
Hickory King,1314,1,0.74368064,2,13.35189613,1,16,0,0,41.55516059,248,2.321780492,6.565368812,0.794176066,2.360688285,2.12179416,GS
Hickory King,1314,1,0.34225166,2,6.400925543,1,13,0,0,47.86129998,266,1.925043648,7.482044927,0.638276218,2.518845938,2.778500639,GS
Hickory King,1314,1,0.60076156,3,8.536722139,2,7,4,0,27.37995197,248,1.672352789,6.570748794,0.542945621,4.985496599,2.449198004,GS
Hickory King,1314,1,0.57866142,2,10.21836674,1,15,0,0,36.15611117,283,2.17862755,7.065108174,0.602208435,3.3209033,2.443240313,GS
Hickory King,1314,1,0.14989373,3,18.22978352,2,9,15,0,43.97568586,275,2.428429548,9.351590001,0.855851576,3.585700634,3.461580228,GS
Hickory King,1327,2,0.78817223,2,21.70107619,2,18,4,0,25.34896364,278,3.154771572,9.074272928,0.636399473,6.24302025,2.959750679,GS
Hickory King,1327,2,0.37681952,2,31.56013473,2,18,22,0,27.21162892,280,2.671066761,10.10444235,0.663851417,7.217939119,3.716687794,GS
CML52,1331,1,0.82503916,1,7.371348552,1,20,0,0,29.73415815,238,2.007991153,4.703435815,0.469247819,2.366484906,1.347722332,GS
CML52,1331,1,0.84400992,1,10.10630665,1,22,0,0,42.63100918,243,1.958558338,5.842932495,0.335847287,2.060405103,1.942187078,GS
CML52,1331,1,1.02277104,1,7.894577246,1,21,0,0,34.57369531,229,2.278730025,5.82387009,0.457822555,2.569319767,1.772570034,GS
CML52,1331,1,0.8652271,1,7.381835833,2,17,8,0,24.92976539,237,2.091816954,6.033296287,0.473677492,4.249643036,1.970739667,GS
CML52,1331,1,0.87501414,1,13.50048564,1.5,20,1,0,23.37045307,260,2.251458954,7.006165025,0.46561047,5.505794574,2.377353037,GS
CML52,1331,1,0.85184169,1,14.37225696,1,20,0,0,30.47474568,259,2.166873002,4.937508553,0.389367424,2.313696495,1.385317775,GS
CML52,1331,1,0.80346539,2,12.85754716,1,9,5,0,20.05455966,252,2.49158842,6.223164457,0.557267806,5.049274194,1.865788018,GS
CML52,1331,1,0.90775201,1,17.12173368,1,17,0,0,36.30751753,252,2.724847967,6.308595866,0.53218763,2.429008405,1.791873951,GS
CML52,1331,1,0.9602554,1,13.53207496,0.5,11,0,0,33.45354566,248,2.589063902,6.374581221,0.42320955,2.813359703,1.892758659,GS
CML52,1331,1,0.86124814,1,13.61083114,1,24,0,0,38.99322393,249,2.297811282,5.685754643,0.428855494,2.073374553,1.693971681,GS
CML52,1331,1,0.87749687,2,15.12575992,1,6,11,0,23.40219401,259,2.785298008,6.396072616,0.446749504,4.171161999,1.805387305,GS
CML52,1331,1,0.63485674,1,13.38637917,2,19,4,0,25.93968184,245,2.523606495,6.245846985,0.394464583,3.821416022,1.861120247,GS
CML52,1331,1,0.66543861,1,14.40072161,2,18,2,0,15.93034977,246,2.318021874,5.161239599,0.434144047,5.066337757,1.421608862,GS
SA24,1336,2,0.90774673,1,14.0892034,1,17,0,0,44.12733678,176,2.123874777,4.744727628,0.344489598,1.392804805,1.310426427,GS
SA24,1336,2,0.89242029,1,14.41038179,1,19,0,0,36.75598299,182,2.355695746,5.435743507,0.426903853,2.016714975,1.540023882,GS
SA24,1336,2,0.8007634,1,20.58059645,1,18,0,0,44.51199064,183,2.710081481,6.1852907,0.551550878,1.645042548,1.73760461,GS
SA24,1336,2,0.93474654,1,10.96570425,1,18,0,0,33.32046072,193,2.343355014,5.073375271,0.359118882,2.058650527,1.36501013,GS
SA24,1336,2,1.06271962,1,12.13178254,1,14,0,0,32.56248629,199,2.099540358,4.282933875,0.315701468,1.720000079,1.09169676,GS
SA24,1336,2,0.74264791,1,22.44441469,1,17,0,0,41.99503058,193,2.894889902,6.25772688,0.42950207,1.870583169,1.681418489,GS
SA24,1336,2,0.88032988,1,15.92765335,1,20,0,0,16.9780285,187,2.529845568,4.030634568,0.392198169,0.939791163,0.750394501,GS
SA24,1336,2,0.86464878,1,16.67817852,1,21,0,0,43.87510933,192,2.661533989,6.807955818,0.285262876,2.129647225,2.073210915,GS
SA24,1336,2,0.77575195,1,18.74332501,1,22,0,0,33.53242374,177,2.667038743,5.012994335,0.505427115,1.828747676,1.172977796,GS
LH252,1339,2,0.29144783,2,16.00605756,2,10,12,0,57.71839744,265,1.980706877,12.83733088,0.527477646,3.409001041,5.428312001,GS
Ky21,1340,3,0.62990389,2,9.366461394,1.5,12,1,0,56.83164825,238,2.129642111,8.103696993,0.509578277,1.899469992,2.987027441,GS
Ky21,1340,3,0.63438524,2,6.895205526,1,17,0,0,55.30292029,227,2.127221697,8.179311322,0.52379952,2.058639373,3.026044814,GS
Ky21,1340,3,0.69266877,3,8.827224807,1.5,10,3,0,50.46374847,219,2.514821894,10.82628693,0.509749553,3.426344869,4.155732517,GS
Oh7B,1346,1,0.45762289,2,6.857338135,1,7,0,0,33.03552467,247,1.908609635,5.865261869,0.579739105,3.038748017,1.978326117,GS
Oh7B,1346,1,0.70867838,1,13.46919989,2,7,4,0,22.89945979,239,2.081167623,5.616953805,0.58640509,4.703820933,1.767893091,GS
Oh7B,1346,1,0.78200014,2,10.40012149,2,7,3,0,30.16706337,242,1.908251556,5.124046696,0.570245378,2.7994597,1.607897572,GS
Oh7B,1346,1,1.05196181,1,10.34605936,1,10,0,0,33.77098996,256,1.974218797,5.168233159,0.552629894,2.425638084,1.597007181,GS
Oh7B,1346,1,0.73870102,1,12.37294654,1,11,0,0,39.40754076,244,2.426883645,6.619969521,0.554356086,2.548227162,2.096542939,GS
Oh7B,1346,1,0.71243473,2,8.875996698,2,11,4,0,39.13598261,231,2.10013296,8.896521877,0.511197605,4.543849764,3.398194458,GS
Oh7B,1346,1,0.86734892,1,7.110411463,1,12,0,0,41.95569444,246,1.711715728,5.592288739,0.614417922,2.12543773,1.940286508,GS
Oh7B,1346,1,1.20081733,1,9.92646529,1,19,0,0,44.70208453,263,2.292552819,7.314493669,0.346184959,2.525098458,2.510970426,GS
Oh7B,1346,1,1.07697939,1,7.60480762,1,12,0,0,47.80116351,246,1.86156313,5.276819103,0.593292862,1.41458567,1.707627989,GS
Hickory King,1350,3,0.65781727,2,12.56871428,1,21,0,0,46.37401682,320,2.497450629,14.30540623,0.532532708,5.483477561,5.903977802,GS
Hickory King,1350,3,0.48443137,3,9.962004065,1.5,15,7,0,51.08913747,325,2.850702871,11.24421347,0.387670369,3.299102485,4.196755298,GS
Hickory King,1350,3,0.80523729,2,13.42601202,1,10,0,0,45.31033182,260,2.699305625,6.220817693,0.499201959,1.722852097,1.760756035,GS
Hickory King,1350,3,0.51834992,2,16.80020594,1,22,0,0,44.03392558,315,2.336341406,7.943094449,0.457139106,2.951706786,2.803376522,GS
Hickory King,1350,3,0.64905979,2,11.84951505,2,16,9,0,46.94016936,325,2.228335891,6.857953457,0.417215798,2.169409263,2.314808784,GS
Hickory King,1350,3,0.34076459,3,28.02626698,2,25,9,0,43.84600417,325,3.160226504,9.305885089,0.355570596,3.231107651,3.072829292,GS
CML52,1353,2,0.97355747,1,6.366735796,2,13,0,0,39.00216255,258,2.133697239,5.632981564,0.499962822,2.180604365,1.749642164,GS
CML52,1353,2,0.9113834,1,7.099926935,2,12,0,0,39.72790055,248,1.713881728,4.136464028,0.418069036,1.432659949,1.21129115,GS
CML52,1353,2,0.96860216,1,11.67184582,2,16,0,0,23.2649273,266,2.12982253,7.076194285,0.483465494,5.710226168,2.47318588,GS
CML52,1353,2,0.78154266,2,24.78462914,2,7,6,0,36.98374637,282,2.275911338,8.916517638,0.479323033,4.386684663,3.320303151,GS
CML52,1353,2,0.91056584,1,20.05042891,2,9,0,0,26.41607956,289,2.212638079,8.079055056,0.645607116,5.850561798,2.933208491,GS
CML52,1353,2,0.78111822,1,16.12558124,2,10,0,0,27.87008021,279,2.734814236,9.348910916,0.469061396,6.310110048,3.30704834,GS
CML52,1353,2,0.9000798,2,15.26083931,2,8,0,0,19.09207999,270,2.412745718,9.604172824,0.60199525,10.42125961,3.595713553,GS
CML52,1353,2,1.13315517,1,11.08753147,2,13,0,0,28.28881059,268,2.138993085,7.517797306,0.466613136,5.001349031,2.689402112,GS
CML52,1353,2,1.03842921,1,10.81334825,2,11,0,0,28.09218638,267,1.967782328,8.013485324,0.52429339,5.610734104,3.022851498,GS
Tzi9,1355,2,0.59173856,2,7.653567129,1,13,0,0,31.17176933,263,2.410038756,6.863505514,0.595040229,3.661943029,2.226733381,GS
Tzi9,1355,2,0.67416044,2,9.283903073,1,13,0,0,30.03143192,245,2.153556717,7.061056376,0.617137799,4.544096032,2.453749831,GS
Tzi9,1355,2,0.4468585,2,7.597323898,1,11,0,0,44.30510204,264,1.670425816,5.293813573,0.46494844,1.845387756,1.811693879,GS
Tzi9,1355,2,0.83935549,1,4.878549193,1,10,0,0,29.66600304,201,1.863317868,4.425547626,0.460505976,2.635550482,1.28111488,GS
Tzi9,1355,2,0.73912653,2,8.870386904,1,12,0,0,34.54263886,260,2.006950144,5.549162778,0.463112836,2.743726865,1.771106317,GS
Tzi9,1355,2,0.6255658,2,5.831318927,1,13,0,0,32.64472605,262,1.610871183,4.979565294,0.336898794,2.638588229,1.684347055,GS
Tzi9,1355,2,0.45527107,2,3.610443418,1,15,0,0,32.88092951,256,2.06837517,5.27287842,0.551958425,2.483809246,1.602251625,GS
CML69,1359,2,0.73530308,2,5.881935412,1,6,0,0,33.0272528,210,1.926485337,7.347999696,0.397763571,4.224672268,2.710757179,GS
CML69,1359,2,0.84217424,1,8.138658135,1,13,0,0,26.8920747,190,2.556636883,9.456071763,0.510278305,6.732385423,3.449717441,GS
CML69,1359,2,0.8100507,1,9.545517018,1,8,0,0,15.65602288,190,2.278009795,9.313389867,0.421860165,12.68124005,3.517690036,GS
CML69,1359,2,0.91450993,2,8.528077757,1,7,0,0,21.5911592,194,2.450816363,8.927222506,0.450605371,8.136837905,3.238203073,GS
CML69,1359,2,0.89723026,1,9.097266332,1,11,0,0,37.25811098,205,2.170936354,6.597193605,0.342183622,2.946137807,2.213128627,GS
CML69,1359,2,0.74510186,2,5.509021888,1,6,0,0,28.73307467,200,2.212080572,6.417351034,0.439782245,3.819064592,2.102635232,GS
CML69,1359,2,0.69141419,1,8.003689696,1,9,0,0,21.16159849,185,1.880186334,6.144609593,0.336341142,5.539877047,2.13221163,GS
CML69,1359,2,0.69214406,1,5.637742046,1,5,0,0,26.40411334,205,1.99312452,7.00250964,0.369340977,5.041354502,2.504692561,GS
CML69,1359,2,0.77319178,2,11.2070694,1,8,0,0,24.05407145,192,1.765021776,8.20520981,0.425355861,7.141966569,3.220094016,GS
CML69,1359,2,0.70681162,1,4.527933996,1,8,0,0,23.51616331,197,1.921543675,6.36035861,0.508096213,5.13085498,2.219407467,GS
CML69,1359,2,0.94655589,1,4.309670927,1,3,0,0,26.416839,183,1.870165361,5.573988728,0.350991242,3.679712333,1.851911684,GS
Mo18W,1362,2,0.48711543,3,21.19148162,1,13,0,0,28.6054277,210,2.382137781,9.678062714,0.486626676,6.691905605,3.647962468,GS
Mo18W,1362,2,0.91231866,2,16.18667556,1,15,0,0,23.83312981,216,2.277368412,6.437620744,0.291825228,4.699788923,2.080126166,GS
Mo18W,1362,2,0.62568976,3,23.03851635,1,17,0,0,26.36536441,200,2.305701226,9.083721535,0.426628696,6.811332055,3.389010157,GS
Mo18W,1362,2,0.83623016,2,13.64560856,1,15,0,0,17.69305906,207,2.06751714,6.327023663,0.506660125,6.55278219,2.129753263,GS
Mo18W,1362,2,0.93126388,2,18.64573544,1,13,0,0,15.41627669,225,2.516802876,8.206813177,0.405958076,10.36968043,2.845005151,GS
Mo18W,1362,2,0.50738084,3,26.12128794,1,15,0,0,19.27541089,208,2.544734669,9.250383402,0.468209309,9.34185679,3.352824365,GS
Mo18W,1362,2,0.596476,2,20.54832198,1,12,0,0,22.04939904,209,2.79962291,8.690037238,0.398713429,7.244372844,2.945207164,GS
Mo18W,1362,2,0.71351945,3,25.75032735,1,12,0,0,24.19754621,211,2.901803036,10.37946336,0.391647732,8.280066257,3.738830161,GS
Mo18W,1362,2,0.38372031,3,20.92242122,1,11,0,0,21.22557204,213,2.242000484,9.108341179,0.337767414,8.896878643,3.433170349,GS
Mo18W,1362,2,0.5302322,2,12.61815682,1,10,0,0,28.19741386,216,2.286689036,7.997227772,0.327675248,5.209973041,2.855269369,GS
LH252,1364,3,0.31324631,1,6.41376325,1,5,0,0,20.62960803,252,2.226449184,8.935630211,0.506053979,8.930763444,3.354590516,GS
Hickory King,1367,4,0.75628589,3,33.93622743,1,8,0,0,34.30554577,270,2.367577691,14.61622873,0.640326565,9.004415555,6.124325519,GS
Hickory King,1367,4,0.53042741,2,39.93081488,1,7,0,0,48.48424414,270,2.741237776,11.60333731,0.576818147,3.89281091,4.431049769,GS
Hickory King,1367,4,0.64813061,2,17.59029031,1,14,0,0,18.41842399,248,2.387442627,7.040300631,0.571143634,6.967402377,2.326429002,GS
Hickory King,1367,4,0.74446533,2,33.00970026,1,9,0,0,52.16701634,270,2.085445372,11.28669824,0.486541131,3.514789878,4.600626432,GS
Hickory King,1367,4,0.83576778,1,14.59590415,1,15,0,0,47.48888683,259,2.277426459,9.062408441,0.482625625,3.064513048,3.392490991,GS
CML341,1368,2,0.68442058,2,3.137104965,1,10,0,0,42.35492765,183,1.799869913,5.663433314,0.539142929,3.021273612,1.931781702,GS
CML341,1368,2,0.59320877,3,9.027476958,1,8,0,0,29.84334585,185,2.050142516,7.793441172,0.575896528,4.953626939,2.871649329,GS
CML341,1368,2,0.46196359,3,15.80143459,1,9,0,0,49.72309283,226,1.88625783,7.427900905,0.52721614,3.056980428,2.770821537,GS
CML341,1368,2,0.57886707,2,11.41546348,1,10,0,0,29.56890211,211,2.212132589,8.246300061,0.605883675,5.423057265,3.017083736,GS
CML341,1368,2,0.43558452,2,10.67750505,1,9,0,0,25.93457822,218,2.183735815,8.205839186,0.718087011,6.255656927,3.011051684,GS
CML341,1368,2,0.76806624,2,15.62678622,1,12,0,0,19.67914719,231,2.18768837,6.800997935,0.575402459,6.406626656,2.306654781,GS
CML341,1368,2,0.89667748,1,10.68116895,1,7,0,0,28.10544203,206,1.854534848,6.305819283,0.384649483,4.703366035,2.225642217,GS
CML341,1368,2,0.6145626,2,10.91900548,1,9,0,0,20.07595135,203,2.492253245,6.856908737,0.553749928,5.966392108,2.182327746,GS
CML341,1368,2,0.63101763,3,16.24913416,1,8,0,0,57.69736948,220,2.391289563,7.774966203,0.449636965,3.622465167,2.691838321,GS
CML341,1368,2,0.79928849,2,8.188485217,1,15,0,0,25.80972497,223,1.827367641,6.565240601,0.546580036,4.631034006,2.368936481,GS
CML341,1368,2,0.61688942,2,16.79483662,1,11,0,0,40.36619875,224,1.617416925,5.924314105,0.462368786,2.556903289,2.153448591,GS
CML341,1368,2,0.46720721,2,12.46810612,1,10,0,0,22.2606503,226,1.65235463,6.175802017,0.441003663,5.545050102,2.261723693,GS
CML341,1368,2,0.87510854,1,4.51657555,1,7,0,0,45.09022062,161,1.854656964,8.001720893,0.430505521,3.068964493,3.073531964,GS
R84,1369,2,0.17671279,2,5.519911289,1,10,0,0,36.51231206,203,2.252194741,9.065769486,0.615879143,4.464581415,3.406787372,GS
R84,1369,2,0.8704494,1,2.50291651,1,8,0,0,50.26242922,216,1.680078575,6.294721307,0.426715235,1.887842991,2.307321367,GS
R84,1369,2,0.91524043,1,1.586563287,1,10,0,0,44.36263815,201,1.413568793,5.895614686,0.472338204,2.371664371,2.241022946,GS
R84,1369,2,0.88255373,1,2.631076894,1,11,0,0,41.27329848,214,1.307202951,5.478374281,0.485418468,2.334345753,2.085585665,GS
R84,1369,2,1.01222702,1,1.494057659,1,5,0,0,41.61583048,201,1.576194259,5.037217129,0.458484721,1.864785594,1.730511436,GS
R84,1369,2,0.32154206,2,8.517492129,1,14,0,0,35.80022345,213,2.180280153,6.315913678,0.504786246,3.037685633,2.067816764,GS
R84,1369,2,0.58721701,2,3.456604377,1,9,0,0,36.49419266,195,1.661230292,5.130157634,0.47617601,2.50390985,1.734463671,GS
R84,1369,2,0.94898896,1,3.783452201,1,14,0,0,56.01484972,199,1.349495368,5.954289105,0.534206832,1.553073251,2.30239687,GS
R84,1369,2,0.74599449,2,6.031291519,1,13,0,0,46.48475638,203,2.406381636,8.064452469,0.489417234,2.741670124,2.829035418,GS
M37W,1370,2,0.7363317,2,6.083838695,2,12,13,0,30.2173368,211,2.411554958,10.57473566,0.315447521,6.96968568,4.08159035,GS
M37W,1370,2,0.39290081,2,20.73671771,1.5,15,9,0,44.3348422,211,2.77457613,17.21779478,0.313719442,7.292969544,7.221609324,GS
M37W,1370,2,0.40930586,2,14.1154773,1,20,0,0,46.20607441,212,2.78521956,12.9656351,0.507900611,4.73701859,5.09020777,GS
M37W,1370,2,0.65090224,2,12.77829535,2,14,12,0,41.13077326,209,2.700190693,14.67837363,0.429208883,6.804010404,5.989091467,GS
M37W,1370,2,0.31852332,3,10.74688033,2,15,13,0,33.218728,206,2.431382516,13.14574213,0.261470346,8.013672125,5.357179806,GS
M37W,1370,2,0.62690499,4,14.54792053,2,15,9,0,33.94847023,214,2.73664934,14.54847916,0.504497674,8.734187039,5.905914912,GS
M37W,1370,2,0.33121413,3,17.26091799,1.5,15,2,0,45.24815022,195,3.086220117,11.52952735,0.466831404,4.169719051,4.22165362,GS
M37W,1370,2,0.24615374,2,7.957711954,1,17,0,0,47.85267721,195,2.492419176,11.37601586,0.405689402,3.92637446,4.441798341,GS
M37W,1370,2,0.33583489,3,17.96227727,1,13,0,0,43.01304146,233,2.985681387,13.54102866,0.584034194,5.582902743,5.277673637,GS
M37W,1370,2,1.08250635,1,2.085756076,1,15,0,0,51.05116231,210,1.616282785,6.399524486,0.238932866,1.932207449,2.391620853,GS
M37W,1370,2,0.47892895,3,11.60892785,2,17,13,0,37.45383961,207,2.430519114,12.56769661,0.340098012,6.565856683,5.068588748,GS
M37W,1370,2,0.88028706,2,5.991352334,1.5,18,4,0,39.52811307,214,2.169979059,8.704153521,0.418535362,4.832162449,3.267087233,GS
Ky21,1371,4,0.96398552,2,2.472284022,1,12,0,0,31.4618345,194,2.242618606,6.747860627,0.387707224,3.702853954,2.252621012,GS
Ky21,1371,4,0.86784071,2,3.724544364,1,7,0,0,45.61231381,198,2.030594303,9.71274678,0.465536458,4.149771637,3.84107624,GS
Ky21,1371,4,0.54283576,3,6.758428268,1,14,0,0,45.07289061,208,2.41924969,15.51737109,0.419838918,6.511822609,6.549060703,GS
Ky21,1371,4,0.88498914,2,2.789644558,1,20,0,0,52.31324945,196,2.096299269,9.251466049,0.424457038,2.746091983,3.577583391,GS
Ky21,1371,4,0.8552019,2,7.079476968,1,16,0,0,46.43579506,199,2.437730045,14.33328524,0.411599755,5.535693033,5.9477776,GS
CML10,1374,2,0.89129191,2,17.32981739,2,24,24,0,37.64739575,260,2.505021683,12.35494291,0.39379627,6.202275825,4.924960611,GS
CML10,1374,2,0.7868509,1,15.79238853,2,23,2,0,46.34986999,234,2.37908325,6.52558398,0.452098667,1.983816035,2.073250366,GS
CML10,1374,2,0.72465813,2,17.75424058,2,24,20,0,36.87492791,249,2.400205062,11.34829844,0.379465587,5.961795329,4.474046688,GS
CML10,1374,2,0.79709275,1,20.93781545,1,30,0,0,44.63960491,259,2.575705214,7.192004966,0.444549676,2.316434511,2.308149876,GS
CML10,1374,2,0.47326804,2,22.04070559,2,24,7,0,51.63137241,216,2.538597478,7.947584514,0.413398359,2.129893201,2.704493519,GS
CML10,1374,2,0.99751916,2,7.196914763,2,19,8,0,47.13953535,213,2.084617012,5.812803978,0.415511769,1.730454993,1.864093484,GS
CML10,1374,2,0.84892262,3,21.66066896,3,25,27,5,43.64909877,255,2.78673081,14.04634939,0.394483952,5.784883833,5.62980929,GS
CML10,1374,2,0.93456377,1,12.04064136,1,18,0,0,57.70105721,244,2.653736897,7.454712363,0.483054984,1.509637827,2.400487733,GS
CML10,1374,2,0.76592015,2,19.4234494,2.5,25,13,1,25.41732428,262,2.196146227,8.882043092,0.391699772,7.047377599,3.342948433,GS
2369,1389,2,0.57666713,1,2.007623856,1,15,0,0,45.40562275,195,1.444689031,4.502023015,0.336216203,1.497823979,1.528666993,GS
2369,1389,2,0.70394398,2,8.382330053,1,8,0,0,26.55913316,216,1.791715672,7.807376298,0.489304974,6.04410557,3.007830313,GS
