Accession,PLOT_ID,PLOT_ID2,Ratio..None.All....IMU,Brace.Root.Whorls.in.the.Soil,Flexural.Rigidity..EI....IMU,num_whorls,w1,w2,w3,root_angle,height.cm.,stalk_width.cm,spread_width.cm,single_root_width.cm,root_heightonstalk.cm,stalk_to_rootgrounding.cm,cat
Oh43,1317,2,0.56999616,2,8.798624634,1.5,8,4,0,48.67465547,172,2.089125372,7.537427224,0.44799185,2.602038375,2.724150927,PP
Oh43,1317,2,0.61909487,1,5.669672391,1,14,0,0,55.7915261,180,2.638540697,10.82071967,0.522133594,2.802192846,4.091089489,PP
Oh43,1317,2,0.57599972,2,5.368237278,2,9,16,0,38.39767947,169,2.004805043,7.960973776,0.578955091,3.697512807,2.978084368,PP
Oh43,1317,2,0.85621937,1,2.658086927,1,11,0,0,45.90997037,169,1.525449611,4.348769052,0.41020836,1.340109489,1.411659722,PP
NC262,1318,1,0.7382413,2,8.004807811,1,17,0,0,55.82962299,146,2.091470414,6.996940637,0.27369558,1.670449635,2.452735111,PP
NC262,1318,1,1.03406403,2,9.950795661,2,15,13,0,25.41553909,152,2.349644531,6.41121576,0.355366099,4.214935699,2.030785616,PP
NC262,1318,1,0.59685449,3,8.7910007,1.5,20,10,0,52.11938931,152,2.457951096,10.04836336,0.373529412,2.912180141,3.795206129,PP
NC262,1318,1,0.92703248,2,6.779349657,1.5,15,7,0,36.14523908,146,2.682212388,7.470682173,0.331011658,3.517217301,2.394234893,PP
CML333,1319,1,0.585326,2,12.46498591,2,15,15,0,37.24542186,183,2.433467638,10.82246683,0.422433165,5.475490535,4.194499598,PP
CML333,1319,1,0.67375715,2,11.65525184,2,4,18,0,51.73153672,183,2.174313706,11.42274954,0.486823054,3.607853057,4.624217918,PP
CML333,1319,1,0.86231027,1,1.458459325,1,12,0,0,48.29085662,167,1.255324022,4.204303359,0.236627107,1.307672923,1.474489668,PP
GT112,1323,1,0.53048761,3,18.21200474,1,18,0,0,52.77853993,269,2.263152413,9.546201309,0.504419086,2.834863793,3.641524448,PP
GT112,1323,1,0.33513806,2,17.01006462,2,7,17,0,35.57056263,247,2.510800424,10.15208291,0.438293331,5.340384747,3.820641245,PP
GT112,1323,1,0.19097281,3,16.55202225,1,22,0,0,53.17264214,255,2.451496387,10.63157974,0.465262674,3.063745667,4.090041676,PP
GT112,1323,1,0.49966016,2,25.1590405,1,23,0,0,52.58017104,244,2.802161132,10.26643745,0.662533465,2.866404158,3.732138159,PP
GT112,1323,1,0.33060222,2,10.65701964,1,19,0,0,50.97726375,235,1.93248039,7.049338799,0.370499178,2.038605349,2.558429205,PP
GT112,1326,2,0.36205352,2,10.96550781,1,27,0,0,26.18834564,224,1.931048686,5.888639889,0.588544241,3.972657934,1.978795602,PP
GT112,1326,2,0.32464402,2,12.68779206,2,18,14,0,25.70288033,249,2.526792264,7.97514947,0.507351107,5.630458415,2.724178603,PP
GT112,1326,2,0.36500381,3,8.50250083,2,25,17,0,28.89414688,232,2.107026746,7.250358072,0.445439216,4.563344382,2.571665663,PP
GT112,1326,2,0.6770204,2,17.96926647,2,21,14,0,17.9623071,268,2.639418991,7.856161908,0.55160769,8.020334206,2.60837146,PP
GT112,1326,2,0.63769533,2,9.160158959,1.5,9,22,0,23.73460167,218,1.790943738,6.559857878,0.602376074,5.3702399,2.384457071,PP
GT112,1326,2,0.40537772,2,12.09034072,1,17,0,0,29.79353894,237,2.277172202,6.513075132,0.698693599,3.685497051,2.117951466,PP
GT112,1326,2,0.37302887,2,12.04441702,1,32,0,0,37.23853891,245,2.314798965,8.435758856,0.602680632,4.023886332,3.060479946,PP
GT112,1326,2,0.32066749,2,9.715611249,1,25,0,0,41.08075296,228,2.130619688,6.684645152,0.567326723,2.637723912,2.277012733,PP
PHT60,1328,1,0.61827798,2,5.121362266,1.5,16,6,0,35.95166488,188,1.662905676,4.944413098,0.431436988,2.261721707,1.640753712,PP
PHT60,1328,1,0.72635011,2,7.160163048,1,16,0,0,32.53574626,205,1.984331124,5.446052819,0.427876157,2.695512362,1.730860847,PP
PHT60,1328,1,0.69195308,2,3.632882114,1.5,14,7,0,28.42241925,171,1.648057077,4.725961495,0.238643213,2.840482258,1.53895221,PP
PHT60,1328,1,0.61871507,2,7.649954252,2,13,11,0,31.04354731,187,1.99101296,6.243859097,0.468391679,3.536108085,2.12642307,PP
PHT60,1328,1,0.38227142,2,5.321031855,1.5,15,2,0,26.3686773,182,1.702428025,5.1322302,0.372865512,3.725928662,1.714901088,PP
PHT60,1328,1,1.12237287,1,1.211084876,1.5,7,2,0,30.74869645,173,1.479291611,4.142533094,0.209254951,2.233924921,1.331620742,PP
PHT60,1328,1,0.86497014,1,6.316154902,1,13,0,0,39.66764062,192,1.766973416,4.988212774,0.444942012,1.9330773,1.610619681,PP
PHT60,1328,1,0.63901439,2,5.636319058,1,16,0,0,27.90435219,188,1.707495729,4.035579064,0.495227008,2.223016816,1.164041669,PP
PHT60,1328,1,0.83319187,2,7.327695163,2,15,5,0,25.38146813,192,1.639262182,5.541494416,0.428654314,4.124694913,1.951116118,PP
PHT60,1328,1,0.46439499,2,5.162344723,1,14,0,0,38.38940173,188,1.942100429,5.568267736,0.522301469,2.246107389,1.813083653,PP
PHT60,1328,1,0.57678618,2,13.96494862,2,14,16,0,23.8233729,203,1.962040592,5.564420172,0.324009831,4.061760177,1.801189791,PP
F118,1333,2,0.85568541,3,7.008757569,2,12,6,0,36.08304898,202,2.734608557,7.876716309,0.455084529,3.492539898,2.571053876,PP
F118,1333,2,0.69372397,2,6.387679817,1,21,0,0,41.6054399,170,3.493646614,11.39875246,0.554550632,4.157638216,3.952552924,PP
F118,1333,2,0.60570474,3,5.015546644,2,12,6,4,36.24228511,193,1.452465134,3.839002172,0.500310417,1.539163235,1.193268519,PP
F118,1333,2,0.90258998,2,10.95615862,2,10,15,0,34.53030685,206,3.044441882,6.827689098,0.611510048,2.875671702,1.891623611,PP
F118,1333,2,0.58460662,3,10.88803937,2,17,13,0,31.80924299,219,3.266320577,7.139997706,0.569353496,3.129761505,1.936838566,PP
F118,1333,2,0.99462271,2,6.906343518,2,16,7,0,52.26932301,203,2.445980592,5.862237859,0.513754092,1.305585667,1.708128635,PP
R78,1335,2,0.4566052,2,11.2076878,1,15,0,0,50.85776717,189,2.443871414,6.544766278,0.354400792,1.623193026,2.050447433,PP
R78,1335,2,0.5182575,2,4.967513789,1.5,7,6,0,39.24153313,205,2.00559921,5.081708338,0.337346084,1.825565908,1.538054565,PP
R78,1335,2,0.70273148,2,6.97275223,1.5,10,7,0,44.02135372,187,2.287920542,6.056619865,0.544648409,1.917537807,1.884349663,PP
R78,1335,2,0.25622516,2,9.070940695,1,15,0,0,35.58335346,184,2.254431384,5.684541247,0.590077199,2.413951311,1.715054932,PP
R78,1335,2,0.6347178,2,8.402664423,1,15,0,0,43.63536827,191,2.537377493,6.912829024,0.451030075,2.26002022,2.187725764,PP
R78,1335,2,0.63170443,2,7.813865835,1,13,0,0,53.02528835,185,2.395685666,7.650681861,0.380296116,1.780866479,2.627498099,PP
R78,1335,2,0.68272066,2,11.23366173,1,14,0,0,50.87006463,188,2.880008378,10.2324931,0.402978697,2.703188556,3.676242364,PP
Shoe Peg,1337,2,0.64638837,2,4.529624423,2,17,9,0,47.50391299,220,2.073233621,7.907614091,0.500384116,2.963176026,2.917190235,PP
Shoe Peg,1337,2,0.40390311,3,10.90251496,1.5,20,1,0,51.90377051,230,2.253566308,12.67702471,0.50885598,4.04452368,5.211729202,PP
Shoe Peg,1337,2,0.67108462,2,3.963914114,2,14,21,0,64.85439348,220,2.01014774,13.16693345,0.536996608,2.595228114,5.578392856,PP
Shoe Peg,1337,2,0.62840676,3,6.682474945,1.5,17,1,0,48.57103112,170,2.63857613,8.175182819,0.350536651,2.415333367,2.768303345,PP
Shoe Peg,1337,2,0.60467037,2,6.339839149,2,13,21,0,50.27131239,230,1.905839404,11.09570052,0.43331072,3.727512255,4.594930556,PP
Shoe Peg,1337,2,0.78179306,2,4.955693864,3,13,7,2,51.30540879,193,2.262823437,10.43015655,0.501326329,3.307994211,4.083666558,PP
Shoe Peg,1337,2,0.6176429,2,13.17252786,2,21,25,0,47.05842633,230,1.081453331,7.166494941,0.365776542,3.204562422,3.042520806,PP
CML333,1342,2,0.49796508,2,4.676243126,1.5,16,10,0,28.94126159,242,1.546800391,5.436304279,0.241594964,3.474472638,1.944751945,PP
CML333,1342,2,0.58912553,2,6.252122647,1,20,0,0,35.10988549,262,1.782788685,5.92055667,0.285555244,2.732029906,2.068883995,PP
CML333,1342,2,1.60127907,1,1.418495123,1,16,0,0,28.94945348,247,1.117688903,2.833527071,0.152525749,1.602999401,0.857919084,PP
CML333,1342,2,0.67279694,3,14.38967049,2,18,10,0,33.98902502,244,2.247107472,8.761877132,0.439556729,4.822250766,3.25738483,PP
CML333,1342,2,0.69619056,2,9.712302992,2,15,20,0,32.61162031,255,2.059107528,7.710516306,0.323789035,4.392646083,2.82570439,PP
CML333,1342,2,0.79630937,1,5.529770568,1,16,0,0,27.78993266,252,1.855786639,3.799154454,0.357576539,1.874803023,0.971683908,PP
CML333,1342,2,0.47598836,2,7.184032753,1.5,22,12,0,33.42609141,245,2.244044275,6.308616725,0.382994209,3.056079541,2.032286226,PP
CML333,1342,2,0.52744823,2,10.19143459,1,25,0,0,33.97719341,261,1.913727209,5.637522134,0.391373484,2.770676346,1.861897462,PP
PHB47,1347,2,0.67228939,1,9.109449824,2,9,3,0,30.01461478,230,2.028677299,6.558105637,0.412820728,3.886711595,2.264714169,PP
PHB47,1347,2,0.47596171,1,10.88999706,1.5,19,2,0,32.87880452,227,2.130405086,6.406883021,0.454626074,3.763536586,2.138238967,PP
PHB47,1347,2,0.44956594,1,9.637336187,1,20,0,0,37.00258805,214,1.922581535,5.626906313,0.47642345,2.433779997,1.852162389,PP
PHB47,1347,2,0.43959212,1,7.493304914,1,17,0,0,47.55465544,220,1.939991728,6.499280773,0.453794854,2.057229542,2.279644524,PP
PHB47,1347,2,0.97502799,1,10.77677497,1,11,0,0,28.66088787,223,2.247050901,7.01612069,0.325994067,4.251950456,2.384534896,PP
PHB47,1347,2,0.93460566,1,6.798317051,1.5,8,2,0,29.07952172,227,2.005026404,6.451910248,0.343521285,4.013509797,2.223441923,PP
PHB47,1347,2,0.48166803,1,9.69879078,2,16,3,0,31.64574376,231,2.112079949,6.735180672,0.474128186,4.104802844,2.311550362,PP
PHB47,1347,2,0.67518369,1,9.105854431,1,20,0,0,42.65964545,216,2.048994909,6.404517638,0.477981818,2.39640341,2.177761365,PP
M162W,1348,2,0.50192026,2,18.06621606,1,21,0,0,30.69916799,179,2.752883295,5.880850636,0.506462313,2.889746697,1.56398367,PP
M162W,1348,2,0.60331191,3,20.35864411,2,17,13,0,29.58599395,220,2.572658327,8.001993536,0.301204146,4.793287901,2.714667606,PP
M162W,1348,2,0.57791251,2,13.42324579,1,18,0,0,30.00905755,218,1.959646711,4.355622782,0.403717036,2.113181122,1.197988037,PP
M162W,1348,2,0.5418266,2,8.353211692,1,18,0,0,26.69141109,219,2.221199116,5.068593325,0.417915965,2.862870359,1.423697104,PP
M162W,1348,2,0.53924545,2,23.13787863,1,25,0,0,31.95396119,221,2.356780892,6.277921239,0.440764907,3.128553227,1.960570175,PP
M162W,1348,2,0.65289994,2,9.866108382,1,16,0,0,22.98397229,206,2.416464118,4.976204068,0.469935385,2.96228183,1.279869976,PP
M162W,1348,2,0.65193375,2,15.90251181,1,22,0,0,31.96458883,206,2.528140326,5.160100376,0.487610238,2.108739077,1.315980026,PP
M162W,1348,2,0.70159859,3,22.54479854,2,25,17,0,12.26182521,203,2.610250213,5.16495461,0.416561769,2.410498369,1.277352201,PP
W64A,1349,3,0.27694572,2,2.24391227,1,18,0,0,35.0047449,182,1.664180418,4.691673172,0.283070391,2.146946323,1.513746378,PP
W64A,1349,3,0.77323071,2,2.712860693,1.5,18,7,0,29.46973872,168,1.516010369,4.875138441,0.32133756,3.117552688,1.679564037,PP
W64A,1349,3,0.48239757,3,3.736153446,2,17,13,0,38.59103374,179,1.77662716,4.721892113,0.285658193,1.797747047,1.472632479,PP
W64A,1349,3,0.68775595,2,3.104847229,1,19,0,0,39.66860501,178,1.479209988,5.974791073,0.449875499,2.695643296,2.247790543,PP
W64A,1349,3,0.35826886,3,3.662522133,1.5,14,8,0,25.69455147,200,1.806042283,5.819624398,0.299006155,4.191247898,2.006791059,PP
W64A,1349,3,0.56638518,2,2.843145754,1,18,0,0,31.49326326,198,1.568608039,4.267219154,0.274943542,2.239292307,1.349305559,PP
W64A,1349,3,0.48181762,2,2.439039698,1,13,0,0,52.33920143,189,1.656371656,5.555562574,0.336176316,1.43697437,1.949595461,PP
W64A,1349,3,0.45819193,3,2.695053137,2,10,10,0,33.58407211,171,1.756949036,4.589912334,0.456319054,2.116732087,1.416481649,PP
W64A,1349,3,0.6842107,2,2.929723083,1,17,0,0,37.92351258,176,1.584878872,5.475688764,0.448938136,2.453760494,1.945404947,PP
W64A,1349,3,0.83646646,3,3.515909643,1.5,11,3,0,48.53026306,185,1.862228109,6.255233893,0.429367575,1.849733458,2.196502893,PP
Tzi8,1352,2,0.66013503,2,15.22023408,2,8,0,0,53.28188937,250,1.83064401,7.954187869,0.66651761,4.68502398,3.061771932,PP
Tzi8,1352,2,0.6785218,2,4.982391955,2,9,0,0,22.57185686,165,1.81881671,6.960966246,0.569854447,6.205098114,2.57107477,PP
Tzi8,1352,2,0.50262503,2,12.87266404,2,12,0,0,18.35656621,248,1.646506753,7.57456324,0.572015558,8.821853569,2.964028244,PP
Tzi8,1352,2,0.42407379,2,4.61984052,2,8,0,0,23.29093936,157,1.511196663,7.055352371,0.539287176,7.315255335,2.772077854,PP
Tzi8,1352,2,0.6556005,2,12.26518561,2,11,0,0,21.16602648,230,1.736149334,8.347239988,0.700740728,8.528296805,3.305545328,PP
Tzi8,1352,2,0.84946649,2,19.39982403,2,7,0,0,24.95853176,230,1.709197168,8.90597436,0.65175059,7.596165726,3.598388597,PP
Tzi8,1352,2,0.67180688,2,28.42112627,2,5,2,0,19.07670809,265,1.782335386,11.48419184,0.477658507,14.00719013,4.850928225,PP
Tzi8,1352,2,0.59193061,2,17.93009595,2,6,0,0,16.07133258,258,1.985880974,10.85866407,0.739356731,15.33722488,4.436391548,PP
Tzi8,1352,2,0.66167006,2,18.97218738,2,3,0,0,16.34608257,241,1.667016643,9.983403541,0.671830975,14.11691267,4.158193449,PP
Tzi8,1352,2,0.83550103,2,16.08976468,2,9,0,0,27.8197499,249,1.810059568,8.43477928,0.455914128,6.344975902,3.312359857,PP
GT112,1354,3,0.51428719,2,21.56928111,2,6,4,0,34.9767066,266,2.078090319,10.24638191,0.683885478,5.825618586,4.084145798,PP
GT112,1354,3,0.6920197,2,15.75398277,1,7,0,0,25.18991177,255,2.220456687,10.06276621,0.516946802,8.313537507,3.921154764,PP
GT112,1354,3,0.46041439,2,12.74468499,2,5,7,0,35.77514073,262,1.776791272,7.90607307,0.499436553,4.253873357,3.064640899,PP
GT112,1354,3,0.13317316,2,17.79695817,2,13,0,0,23.77657198,260,1.80149643,8.725614522,0.594668625,7.847804473,3.462059046,PP
GT112,1354,3,0.4896661,2,10.65804235,2,4,8,0,44.65332105,272,1.906654576,8.253547036,0.595158281,3.252761535,3.173446232,PP
CML103,1356,2,0.40232244,2,11.49545926,1,14,0,0,45.81950299,202,2.371953943,6.318788229,0.651215044,1.937554624,1.973417143,PP
CML103,1356,2,0.9060202,1,6.243535981,1,13,0,0,44.92330509,286,2.093113215,5.794961036,0.610353937,1.816929709,1.850923911,PP
CML103,1356,2,0.66575155,2,11.68084295,1,13,0,0,45.79425674,211,2.265732606,6.352305411,0.477589887,1.963496949,2.043286402,PP
W64A,1358,4,0.86456164,2,4.308506588,2,8,12,0,51.17210541,179,2.131591289,7.763549393,0.673193561,2.192704474,2.815979052,PP
W64A,1358,4,0.6647432,2,5.052549108,1,14,0,0,51.54742314,189,0.870898492,5.137083935,1.167268612,1.171608861,2.133092723,PP
W64A,1358,4,0.34295404,3,5.223450481,1,17,0,0,28.10337428,181,2.313778199,6.078545107,0.447266492,3.465409766,1.882383454,PP
W64A,1358,4,0.72265671,2,3.324787093,1,14,0,0,27.96398446,175,1.670724088,4.863897079,0.427259821,3.001300474,1.596586496,PP
B97,1373,2,0.68973204,2,9.892881411,2,16,13,0,31.02231607,207,2.377473675,9.510351604,0.491599272,5.898987566,3.566438964,PP
B97,1373,2,0.85950425,1,6.253347061,1,14,0,0,48.99244569,205,1.793450055,9.375888962,0.468452986,3.296827787,3.791219455,PP
B97,1373,2,0.75364047,1,8.004265793,1,12,0,0,50.78428903,210,2.037208895,6.227178551,0.509641572,1.68675041,2.09498483,PP
B97,1373,2,0.86347548,1,5.570430641,1,14,0,0,53.18869854,200,2.061682498,7.279648692,0.435120682,1.870349361,2.608983097,PP
B97,1373,2,0.60131591,1,7.689772449,1,18,0,0,44.44367509,206,2.067086181,7.375488033,0.383812908,2.718082217,2.654200927,PP
B97,1373,2,0.71303631,1,7.107535018,1,12,0,0,42.7043298,206,2.051044369,5.401229502,0.534308926,1.797356744,1.675092568,PP
B97,1373,2,0.7150326,1,7.613089614,1,15,0,0,41.64562804,201,2.000342664,6.169567729,0.487164998,2.335501937,2.084612533,PP
B97,1373,2,0.75151443,1,9.019180625,1,12,0,0,42.40517267,197,2.270628806,7.267502003,0.667782309,2.720288937,2.4984366,PP
B97,1373,2,0.74260564,1,8.226926642,1,15,0,0,35.07097528,206,2.157658268,6.20231786,0.458845242,2.85092828,2.022329797,PP
B97,1373,2,0.74022451,1,5.757143911,1,11,0,0,48.62114183,207,2.044033773,8.175356801,0.451271084,2.678813663,3.065661515,PP
B97,1373,2,0.89899724,1,5.706228913,1,12,0,0,44.00821898,206,1.845039835,7.538152541,0.395614506,2.922067481,2.846556354,PP
B97,1373,2,0.63560358,2,7.968027836,1,12,0,0,43.72285474,197,1.91657873,8.276310232,0.483211207,3.322318719,3.179865751,PP
CML247,1380,2,0.41484138,3,19.45669599,1,16,0,0,32.58800945,239,2.357271272,12.54157572,0.48156234,7.964209958,5.092152222,PP
CML247,1380,2,0.54083596,4,13.91978279,1,17,0,0,17.64511049,203,2.374562023,10.65932165,0.374138612,13.04636491,4.142379817,PP
CML247,1380,2,0.59413652,3,15.10361321,1,18,0,0,20.60705062,225,2.330659225,10.08498979,0.304238514,10.29286753,3.877165284,PP
CML247,1380,2,0.61240725,2,21.65678574,1,18,0,0,28.94798909,232,2.708342732,10.80774803,0.433261662,7.343504184,4.04970265,PP
CML247,1380,2,0.71391921,1,5.746991397,1,13,0,0,41.06045603,187,1.557076746,5.513976369,0.307717384,2.271497959,1.978449812,PP
CML247,1380,2,0.67608402,2,16.95750274,1,13,0,0,31.27662169,230,2.309942805,9.323294907,0.327414428,5.804286187,3.506676052,PP
CML247,1380,2,0.69112666,3,13.86020794,1,17,0,0,22.69504951,230,2.307388987,9.861391433,0.375944728,8.996995068,3.777001224,PP
CML247,1380,2,0.49002105,3,27.64564761,1,19,0,0,30.00319405,216,2.589370366,14.63331868,0.372175987,10.517925,6.02197416,PP
PHT60,1381,2,0.57648485,2,8.51893434,1,13,0,0,33.71715669,146,2.145734959,6.755866095,0.313041908,3.345287263,2.305065569,PP
PHT60,1381,2,0.85263614,2,3.856909739,1.5,13,2,0,36.91709344,197,1.829952886,6.510031453,0.322183288,3.41283696,2.340039285,PP
PHT60,1381,2,0.62624744,2,2.451247464,1.5,9,3,0,37.61150602,197,1.452068937,4.07594166,0.296183023,2.000971031,1.311936363,PP
PHT60,1381,2,0.70445718,2,7.068115569,1.5,14,4,0,23.34840077,206,2.049762593,5.529847559,0.375051811,3.938383092,1.740042484,PP
PHT60,1381,2,1.15422991,2,5.125869928,1.5,9,2,0,34.04769436,208,1.642479507,6.67516002,0.382484606,3.742822641,2.516340258,PP
PHT60,1381,2,0.44046664,2,4.865772915,1,12,0,0,37.99555519,206,1.543800626,5.188660857,0.272502456,2.339947424,1.822430116,PP
PHT60,1381,2,0.82659705,2,5.904687038,1,14,0,0,33.57406365,176,1.834249875,6.119822769,0.327560861,3.199741416,2.142786448,PP
PHT60,1381,2,0.60681702,3,8.875057349,1,12,0,0,52.12382015,222,2.029972041,7.692799031,0.334765321,2.290071344,2.831413496,PP
PHT60,1381,2,0.6169826,2,7.025972233,1.5,15,2,0,36.98738932,200,1.81625539,8.476884065,0.346921488,4.363241771,3.330314338,PP
PHT60,1381,2,0.8671243,2,1.793412047,1,8,0,0,39.84222556,201,1.15507292,3.008503251,0.21930156,1.097788662,0.926715167,PP
PHT60,1381,2,0.81490803,2,6.895964442,1,16,0,0,40.25916225,209,2.041345138,7.545179626,0.290533837,3.195436743,2.751917244,PP
PHT60,1381,2,0.42892562,3,11.34425713,1,16,0,0,38.04138579,199,1.885113217,7.646718369,0.420010157,3.695546498,2.880802577,PP
PHT60,1381,2,0.55866398,2,7.270600269,1,15,0,0,39.32666236,183,2.060655211,7.618134477,0.383704368,3.385277928,2.778739633,PP
CML258,1383,2,0.3038986,3,26.29584814,2,19,18,0,37.78830757,277,2.530997519,13.7588844,0.543582586,7.226590963,5.613943442,PP
CML258,1383,2,0.54340489,2,32.13906324,1.5,14,10,0,41.15154074,276,2.708493158,12.84311076,0.429889956,5.529294029,5.067308802,PP
CML258,1383,2,0.63673172,2,13.02637436,2,10,18,0,38.53360462,262,2.035839886,10.23125527,0.437456147,5.062710094,4.097707694,PP
CML258,1383,2,0.66736835,2,23.37487393,2,16,17,0,40.85209897,276,2.438479497,12.68867076,0.580893555,5.930835893,5.125095634,PP
CML258,1383,2,0.74489996,2,35.0743582,2,12,25,0,37.73479554,277,2.711911574,12.93330786,0.420711517,6.509436796,5.110698144,PP
CML258,1383,2,0.42446459,2,29.53361848,2,15,24,0,39.9936433,282,2.546304933,12.27717516,0.515615483,5.799955521,4.865435117,PP
CML258,1383,2,0.30585623,3,28.92109133,2,15,23,0,43.43378301,278,2.601382524,15.24702988,0.469493971,6.652831936,6.322823679,PP
CML258,1383,2,0.55797961,3,30.42620473,2,21,16,0,37.1360414,290,2.66798424,13.91317412,0.506586872,7.388537005,5.622594941,PP
CML258,1383,2,0.61320436,2,28.61222671,2,15,15,0,33.81372075,286,2.440176862,10.72790602,0.338086795,6.149532599,4.143864576,PP
CML258,1383,2,0.42566621,3,32.81832081,2,16,25,0,41.13705544,275,2.642411682,14.68705962,0.526613247,6.891029036,6.022323971,PP
CML258,1383,2,0.62835079,3,35.22018655,1.5,20,2,0,35.4308464,276,2.673829915,16.07887784,0.401954403,9.816876339,6.702523963,PP
Tzi8,1384,3,0.71646183,2,14.5769826,1,17,0,0,35.55296275,239,1.953108128,10.77976176,0.400623194,6.122746363,4.413326817,PP
Tzi8,1384,3,0.54588045,2,20.27358292,1.5,13,4,0,24.57537393,254,2.330176633,9.412848728,0.457322747,7.716364939,3.541336049,PP
Tzi8,1384,3,0.64673725,2,16.89389857,2,14,14,0,32.24415072,255,2.153212079,11.00107402,0.511801872,6.885681121,4.423930972,PP
Tzi8,1384,3,0.8254822,2,13.40814114,1,13,0,0,43.92671255,230,2.219277535,7.469453824,0.547038667,2.726496514,2.625088145,PP
Tzi8,1384,3,0.69791007,1,8.295724911,1,12,0,0,47.46724295,254,1.814765786,6.246942223,0.33011992,2.009262297,2.21608822,PP
Tzi8,1384,3,0.82859017,1,9.456883597,1,14,0,0,45.02775463,265,1.7444098,8.749296324,0.542746103,3.486392126,3.502443262,PP
Tzi8,1384,3,0.64131698,1,16.38478503,1,13,0,0,48.08189951,247,1.887991192,8.528031735,0.436402513,2.988088454,3.320020273,PP
Tzi8,1384,3,0.63950326,3,22.3647874,1,14,0,0,48.71210502,238,1.97294404,14.48313314,0.363050633,5.438816446,6.255094554,PP
Tzi8,1384,3,0.77375585,2,7.240923917,1,15,0,0,38.4785014,203,2.268775391,9.298669744,0.353534939,4.369182034,3.514947178,PP
Tzi8,1384,3,0.86758201,2,12.77681231,2,14,6,0,21.57398513,265,1.778618089,8.146427349,0.418736686,8.001122464,3.18390463,PP
Tzi8,1384,3,0.77536945,1,11.07966925,1,15,0,0,43.261752,254,1.986460833,7.325067816,0.370117357,2.831296488,2.669303493,PP
P39,1385,1,0.81483424,1,1.812888595,1,4,0,0,23.12867476,139,2.408957542,8.297941311,0.424195861,6.782893159,2.944491886,PP
B73,1391,2,0.85474068,1,7.135379963,1,16,0,0,17.39463954,221,1.243877629,5.021253668,0.305660577,5.75781519,1.88868802,PP
B73,1391,2,0.15118383,2,15.25550765,1,13,0,0,25.28250435,211,1.876425396,9.341532714,0.383521575,7.802046091,3.732553659,PP
B73,1391,2,0.72117226,2,13.99780846,1,9,0,0,17.01228472,224,2.186861372,9.353496492,0.540535197,11.7697155,3.583317562,PP
B73,1391,2,0.81121013,1,8.515471199,1,11,0,0,19.98509829,221,1.700609223,7.408955944,0.577724585,7.709609094,2.854173361,PP
B73,1391,2,0.14250696,3,15.56568334,1,10,0,0,18.95256866,221,1.860368934,9.024843517,0.509065102,10.22319219,3.582237292,PP
B73,1391,2,0.81182658,2,9.765117231,1,9,0,0,29.94147449,219,1.829619554,8.741566423,0.516049303,6.037774175,3.455973435,PP
B73,1391,2,0.32466229,2,13.44594379,1,10,0,0,21.56814171,215,2.413956864,10.43511872,0.545319881,10.12115942,4.010580931,PP
B73,1391,2,0.84341516,2,10.07412008,1,12,0,0,16.08074934,222,1.837431771,9.884921414,0.467331195,14.02752946,4.023744823,PP
B73,1391,2,0.70649324,2,10.59280659,1,12,0,0,17.41818176,222,1.784293676,7.086093146,0.533420334,9.46717084,2.650899738,PP
B73,1391,2,0.35442735,3,15.57933877,1,10,0,0,19.98827028,220,2.022070815,9.510192079,0.527094061,10.33012812,3.744060632,PP
GT112,1394,4,0.3737916,2,21.83206037,1,10,0,0,40.09304387,252,2.102710905,7.142919351,0.343494286,3.166740555,2.520104223,PP
GT112,1394,4,0.32366265,2,24.90179143,1,10,0,0,36.48280868,242,2.487354533,10.3231004,0.71028868,5.662455753,3.917872934,PP
GT112,1394,4,0.50732196,2,20.0630639,1,9,0,0,34.39916203,239,2.189693553,10.1488901,0.429309573,5.843052185,3.979598278,PP
GT112,1394,4,0.60572405,2,20.50014201,1,10,0,0,35.72355921,261,2.222952907,10.3940023,0.334671509,5.617713612,4.085524699,PP
GT112,1394,4,0.4013277,2,21.59601342,1,19,0,0,53.3950211,277,1.903415177,8.289099104,0.41893346,2.381902921,3.192841965,PP
GT112,1394,4,0.62356319,2,22.41543187,1,15,0,0,33.50825991,250,1.82882396,9.224984814,0.542655088,5.720406934,3.698080427,PP
Tx303,1397,2,0.27221515,2,15.05502857,1,11,0,0,39.41989953,263,1.614944355,7.52703963,0.351334038,3.491798825,2.956047639,PP
Tx303,1397,2,0.60304411,2,12.06572627,1,7,0,0,32.5142748,249,1.81314439,7.529299734,0.448732006,4.462122303,2.858077672,PP
Tx303,1397,2,0.76725726,1,2.898366457,1,11,0,0,26.07348917,241,1.321015527,4.636249691,0.408097942,2.95195801,1.657617085,PP
Tx303,1397,2,0.5016091,2,5.044511441,1,9,0,0,40.05273406,253,1.682675809,10.45820321,0.515375303,5.301466407,4.387763704,PP
Tx303,1397,2,0.76454086,1,11.77949578,1,13,0,0,41.94012095,264,1.635416722,11.77038173,0.374618156,5.42090182,5.067482505,PP
Tx303,1397,2,0.58720245,1,3.036938188,1,11,0,0,43.41528581,240,1.202844148,5.58026779,0.404720433,2.785080394,2.188711821,PP
Tx303,1397,2,0.79740284,1,1.326004629,1,9,0,0,39.58560575,216,1.264063781,7.036170251,0.172438828,3.264333147,2.886053236,PP
